hour_index,timestamp,hour,P_total,Q_total,P_PV_max
447,2025-03-19 15:00:00,15,8.962,2.0544,6.6994
448,2025-03-19 16:00:00,16,8.9012,2.5475,4.3783
449,2025-03-19 17:00:00,17,9.7858,2.888,1.8473
450,2025-03-19 18:00:00,18,9.9458,3.559,0.2803
451,2025-03-19 19:00:00,19,10.4876,3.8043,0.0
452,2025-03-19 20:00:00,20,11.0021,3.83,0.0
453,2025-03-19 21:00:00,21,11.0892,4.2095,0.0
454,2025-03-19 22:00:00,22,11.2822,4.1431,0.0
455,2025-03-19 23:00:00,23,11.2142,3.8017,0.0
456,2025-03-20 00:00:00,0,8.7809,2.887,0.0
457,2025-03-20 01:00:00,1,8.7612,2.8118,0.0
458,2025-03-20 02:00:00,2,9.0307,3.1564,0.0
459,2025-03-20 03:00:00,3,8.9101,3.0832,0.0
460,2025-03-20 04:00:00,4,9.2131,3.1305,0.0
461,2025-03-20 05:00:00,5,8.9712,2.973,0.0
462,2025-03-20 06:00:00,6,9.4445,2.9546,0.0
463,2025-03-20 07:00:00,7,9.6379,2.9886,0.0
464,2025-03-20 08:00:00,8,9.618,2.6633,0.8332
465,2025-03-20 09:00:00,9,9.3839,2.3583,2.5118
466,2025-03-20 10:00:00,10,9.2937,1.8435,4.3222
467,2025-03-20 11:00:00,11,9.2181,1.7777,5.4031
468,2025-03-20 12:00:00,12,8.7052,2.0014,7.4015
469,2025-03-20 13:00:00,13,8.6131,2.0406,6.6548
470,2025-03-20 14:00:00,14,8.15,2.1819,6.9176
471,2025-03-20 15:00:00,15,8.6572,2.2246,4.6269
472,2025-03-20 16:00:00,16,8.409,2.5185,3.3543
473,2025-03-20 17:00:00,17,8.9808,2.8394,1.5728
474,2025-03-20 18:00:00,18,9.415,3.4325,0.2081
475,2025-03-20 19:00:00,19,9.7091,3.8948,0.0
476,2025-03-20 20:00:00,20,10.5065,4.2875,0.0
477,2025-03-20 21:00:00,21,10.6078,4.2518,0.0
478,2025-03-20 22:00:00,22,10.692,4.3826,0.0
479,2025-03-20 23:00:00,23,10.4764,3.9049,0.0
480,2025-03-21 00:00:00,0,8.5055,3.4012,0.0
481,2025-03-21 01:00:00,1,8.4227,3.3981,0.0
482,2025-03-21 02:00:00,2,8.6189,3.6008,0.0
483,2025-03-21 03:00:00,3,8.8927,3.5913,0.0
484,2025-03-21 04:00:00,4,8.9813,3.6539,0.0
485,2025-03-21 05:00:00,5,9.0307,3.406,0.0
486,2025-03-21 06:00:00,6,8.7303,3.3058,0.0
487,2025-03-21 07:00:00,7,8.9032,3.2564,0.0
488,2025-03-21 08:00:00,8,9.0854,3.3586,0.3255
489,2025-03-21 09:00:00,9,9.1835,3.151,0.8533
490,2025-03-21 10:00:00,10,9.1794,2.9767,1.5125
491,2025-03-21 11:00:00,11,8.8932,2.6408,2.0913
492,2025-03-21 12:00:00,12,8.8372,2.7706,2.0993
493,2025-03-21 13:00:00,13,8.1682,2.6874,2.2182
494,2025-03-21 14:00:00,14,8.0595,2.7393,2.0126
495,2025-03-21 15:00:00,15,8.2169,2.8624,1.6592
496,2025-03-21 16:00:00,16,8.354,3.3072,1.0959
497,2025-03-21 17:00:00,17,8.4789,3.4598,0.5024
498,2025-03-21 18:00:00,18,9.0812,4.0388,0.0728
499,2025-03-21 19:00:00,19,9.5984,4.4924,0.0
500,2025-03-21 20:00:00,20,9.9557,4.6291,0.0
501,2025-03-21 21:00:00,21,10.1084,4.7825,0.0
502,2025-03-21 22:00:00,22,10.4978,4.7134,0.0
503,2025-03-21 23:00:00,23,9.894,4.4514,0.0
504,2025-03-22 00:00:00,0,7.6467,2.5912,0.0
505,2025-03-22 01:00:00,1,7.5307,2.7362,0.0
506,2025-03-22 02:00:00,2,7.6872,2.844,0.0
507,2025-03-22 03:00:00,3,7.6907,2.7267,0.0
508,2025-03-22 04:00:00,4,7.8854,2.6123,0.0
509,2025-03-22 05:00:00,5,7.8419,2.4831,0.0
510,2025-03-22 06:00:00,6,8.0926,2.6035,0.0
511,2025-03-22 07:00:00,7,8.0793,2.4357,0.0
512,2025-03-22 08:00:00,8,7.9423,2.4085,0.2753
513,2025-03-22 09:00:00,9,8.0316,2.299,0.8625
514,2025-03-22 10:00:00,10,8.0463,2.2737,1.418
515,2025-03-22 11:00:00,11,7.869,1.912,2.0048
516,2025-03-22 12:00:00,12,7.627,1.9917,2.1379
517,2025-03-22 13:00:00,13,7.1082,1.8243,2.3078
518,2025-03-22 14:00:00,14,7.2671,2.1782,2.2696
519,2025-03-22 15:00:00,15,7.3758,2.0626,1.8068
520,2025-03-22 16:00:00,16,7.2659,2.2677,1.0587
521,2025-03-22 17:00:00,17,7.6272,2.7956,0.5257
522,2025-03-22 18:00:00,18,8.0045,2.9778,0.0681
523,2025-03-22 19:00:00,19,8.464,3.457,0.0
524,2025-03-22 20:00:00,20,8.9453,3.8477,0.0
525,2025-03-22 21:00:00,21,9.0348,3.9143,0.0
526,2025-03-22 22:00:00,22,9.3738,3.8516,0.0
527,2025-03-22 23:00:00,23,9.0029,3.3957,0.0
528,2025-03-23 00:00:00,0,7.6333,3.0471,0.0
529,2025-03-23 01:00:00,1,7.3725,3.0046,0.0
530,2025-03-23 02:00:00,2,7.4697,3.1938,0.0
531,2025-03-23 03:00:00,3,7.719,3.2094,0.0
532,2025-03-23 04:00:00,4,7.6464,3.102,0.0
533,2025-03-23 05:00:00,5,7.8699,3.0022,0.0
534,2025-03-23 06:00:00,6,8.1934,3.1136,0.0
535,2025-03-23 07:00:00,7,8.2651,3.0389,0.0
536,2025-03-23 08:00:00,8,8.1062,2.9671,0.4997
537,2025-03-23 09:00:00,9,7.8777,2.7433,1.5081
538,2025-03-23 10:00:00,10,8.2786,2.7563,2.1975
539,2025-03-23 11:00:00,11,7.6557,2.4218,3.0384
540,2025-03-23 12:00:00,12,7.3235,2.2687,4.1432
541,2025-03-23 13:00:00,13,7.3624,2.4267,3.8968
542,2025-03-23 14:00:00,14,7.3257,2.397,3.8236
543,2025-03-23 15:00:00,15,7.3273,2.6452,3.0287
544,2025-03-23 16:00:00,16,7.3702,2.824,1.9366
545,2025-03-23 17:00:00,17,7.6241,3.0806,0.853
546,2025-03-23 18:00:00,18,8.0774,3.563,0.1111
547,2025-03-23 19:00:00,19,8.2168,3.4389,0.0
548,2025-03-23 20:00:00,20,8.9117,4.2507,0.0
549,2025-03-23 21:00:00,21,9.182,4.2103,0.0
550,2025-03-23 22:00:00,22,9.2119,4.1879,0.0
551,2025-03-23 23:00:00,23,9.1528,4.078,0.0
552,2025-03-24 00:00:00,0,9.2487,4.034,0.0
553,2025-03-24 01:00:00,1,9.2794,4.1941,0.0
554,2025-03-24 02:00:00,2,9.3689,3.9962,0.0
555,2025-03-24 03:00:00,3,9.5118,4.1211,0.0
556,2025-03-24 04:00:00,4,9.7693,4.1808,0.0
557,2025-03-24 05:00:00,5,9.4575,3.9618,0.0
558,2025-03-24 06:00:00,6,9.915,4.0321,0.0
559,2025-03-24 07:00:00,7,9.8265,3.922,0.0
560,2025-03-24 08:00:00,8,10.0519,3.8646,0.2843
561,2025-03-24 09:00:00,9,10.0904,3.9257,0.881
562,2025-03-24 10:00:00,10,9.8714,3.4273,1.3551
563,2025-03-24 11:00:00,11,9.6617,3.5408,1.9618
564,2025-03-24 12:00:00,12,9.1842,3.409,2.3699
565,2025-03-24 13:00:00,13,9.3072,3.0913,2.2234
566,2025-03-24 14:00:00,14,8.5283,3.077,2.1984
567,2025-03-24 15:00:00,15,9.0358,3.5093,1.7017
568,2025-03-24 16:00:00,16,8.9142,3.5386,1.0021
569,2025-03-24 17:00:00,17,9.178,3.9088,0.5392
570,2025-03-24 18:00:00,18,9.7418,4.5044,0.0682
571,2025-03-24 19:00:00,19,10.4602,5.0138,0.0
572,2025-03-24 20:00:00,20,10.7969,5.2143,0.0
573,2025-03-24 21:00:00,21,11.2958,5.6273,0.0
574,2025-03-24 22:00:00,22,11.148,5.3826,0.0
575,2025-03-24 23:00:00,23,10.9397,5.1267,0.0
576,2025-03-25 00:00:00,0,8.5655,2.8784,0.0
577,2025-03-25 01:00:00,1,8.5274,3.0016,0.0
578,2025-03-25 02:00:00,2,8.2628,3.0219,0.0
579,2025-03-25 03:00:00,3,8.5895,3.0781,0.0
580,2025-03-25 04:00:00,4,8.6446,2.9697,0.0
581,2025-03-25 05:00:00,5,8.804,2.887,0.0
582,2025-03-25 06:00:00,6,8.9163,2.6157,0.0
583,2025-03-25 07:00:00,7,9.2436,2.707,0.0002
584,2025-03-25 08:00:00,8,9.3474,2.7131,0.7992
585,2025-03-25 09:00:00,9,9.1807,2.548,2.0226
586,2025-03-25 10:00:00,10,8.9828,2.4873,3.6372
587,2025-03-25 11:00:00,11,8.6302,2.2276,5.208
588,2025-03-25 12:00:00,12,8.3089,1.7404,5.7803
589,2025-03-25 13:00:00,13,8.3677,2.1659,5.8712
590,2025-03-25 14:00:00,14,7.8235,2.0854,5.4507
591,2025-03-25 15:00:00,15,8.2738,2.3823,4.8365
592,2025-03-25 16:00:00,16,8.3475,2.4628,2.9607
593,2025-03-25 17:00:00,17,8.814,3.1388,1.3337
594,2025-03-25 18:00:00,18,9.0852,3.6501,0.1839
595,2025-03-25 19:00:00,19,9.4336,3.8566,0.0
596,2025-03-25 20:00:00,20,10.0505,4.2258,0.0
597,2025-03-25 21:00:00,21,10.3905,4.1656,0.0
598,2025-03-25 22:00:00,22,10.3093,4.4293,0.0
599,2025-03-25 23:00:00,23,9.8874,3.8676,0.0
600,2025-03-26 00:00:00,0,8.1296,2.7969,0.0
601,2025-03-26 01:00:00,1,8.4737,3.0573,0.0
602,2025-03-26 02:00:00,2,8.4267,2.8446,0.0
603,2025-03-26 03:00:00,3,8.4607,2.9407,0.0
604,2025-03-26 04:00:00,4,8.4536,2.9393,0.0
605,2025-03-26 05:00:00,5,8.637,2.6882,0.0
606,2025-03-26 06:00:00,6,8.4502,2.7256,0.0
607,2025-03-26 07:00:00,7,8.7185,2.6226,0.0003
608,2025-03-26 08:00:00,8,8.8323,2.36,0.8536
609,2025-03-26 09:00:00,9,8.6271,2.0521,2.4393
610,2025-03-26 10:00:00,10,8.4839,2.1847,4.1076
611,2025-03-26 11:00:00,11,8.494,2.0684,5.7643
612,2025-03-26 12:00:00,12,8.0635,2.1059,6.8491
613,2025-03-26 13:00:00,13,7.8506,1.8051,6.9146
614,2025-03-26 14:00:00,14,7.9836,2.0959,6.6425
615,2025-03-26 15:00:00,15,7.8096,2.1392,5.2822
616,2025-03-26 16:00:00,16,7.8526,2.5077,3.1281
617,2025-03-26 17:00:00,17,8.4283,2.8702,1.4007
618,2025-03-26 18:00:00,18,8.788,3.208,0.1954
619,2025-03-26 19:00:00,19,9.1267,3.5305,0.0
620,2025-03-26 20:00:00,20,9.4116,3.9953,0.0
621,2025-03-26 21:00:00,21,9.8797,3.8207,0.0
622,2025-03-26 22:00:00,22,10.1601,4.0808,0.0
623,2025-03-26 23:00:00,23,9.4962,3.8131,0.0
624,2025-03-27 00:00:00,0,7.9945,3.1042,0.0
625,2025-03-27 01:00:00,1,7.8868,3.2333,0.0
626,2025-03-27 02:00:00,2,8.1205,3.2115,0.0
627,2025-03-27 03:00:00,3,8.3075,3.1717,0.0
628,2025-03-27 04:00:00,4,8.282,3.3125,0.0
629,2025-03-27 05:00:00,5,8.2459,3.2188,0.0
630,2025-03-27 06:00:00,6,8.3439,2.9524,0.0
631,2025-03-27 07:00:00,7,8.298,3.1393,0.0002
632,2025-03-27 08:00:00,8,8.4417,3.0078,0.8329
633,2025-03-27 09:00:00,9,8.2172,2.6799,2.4997
634,2025-03-27 10:00:00,10,8.2482,2.831,3.5959
635,2025-03-27 11:00:00,11,8.3278,2.5693,5.4384
636,2025-03-27 12:00:00,12,7.8319,2.4507,6.5581
637,2025-03-27 13:00:00,13,7.8263,2.3383,6.6748
638,2025-03-27 14:00:00,14,7.7774,2.5912,6.2708
639,2025-03-27 15:00:00,15,7.8132,2.748,4.5067
640,2025-03-27 16:00:00,16,7.8664,3.0848,3.2313
641,2025-03-27 17:00:00,17,8.0108,3.1978,1.4522
642,2025-03-27 18:00:00,18,8.3593,3.5912,0.1881
643,2025-03-27 19:00:00,19,9.0446,3.9832,0.0
644,2025-03-27 20:00:00,20,9.6255,4.6424,0.0
645,2025-03-27 21:00:00,21,9.8792,4.6353,0.0
646,2025-03-27 22:00:00,22,9.6271,4.3327,0.0
647,2025-03-27 23:00:00,23,9.2601,4.0342,0.0
648,2025-03-28 00:00:00,0,8.0457,3.2704,0.0
649,2025-03-28 01:00:00,1,8.261,3.2296,0.0
650,2025-03-28 02:00:00,2,8.5857,3.3764,0.0
651,2025-03-28 03:00:00,3,8.4653,3.3763,0.0
652,2025-03-28 04:00:00,4,8.6,3.3019,0.0
653,2025-03-28 05:00:00,5,8.9067,3.5087,0.0
654,2025-03-28 06:00:00,6,8.706,3.2926,0.0
655,2025-03-28 07:00:00,7,8.5178,3.0029,0.0002
656,2025-03-28 08:00:00,8,9.1509,3.335,0.5942
657,2025-03-28 09:00:00,9,8.7101,2.6411,1.811
658,2025-03-28 10:00:00,10,8.7569,2.6969,2.6605
659,2025-03-28 11:00:00,11,8.6039,2.6625,4.0568
660,2025-03-28 12:00:00,12,8.1339,2.7047,4.9494
661,2025-03-28 13:00:00,13,7.793,2.4435,4.5332
662,2025-03-28 14:00:00,14,7.8327,2.3991,3.8144
663,2025-03-28 15:00:00,15,7.831,2.7094,3.3732
664,2025-03-28 16:00:00,16,8.0996,2.9482,2.2296
665,2025-03-28 17:00:00,17,8.0815,3.0622,0.9856
666,2025-03-28 18:00:00,18,8.709,3.6645,0.153
667,2025-03-28 19:00:00,19,9.4432,4.1239,0.0
668,2025-03-28 20:00:00,20,9.742,4.3926,0.0
669,2025-03-28 21:00:00,21,10.0378,4.8054,0.0
670,2025-03-28 22:00:00,22,9.8458,4.3813,0.0
671,2025-03-28 23:00:00,23,9.758,4.1588,0.0
672,2025-03-29 00:00:00,0,7.4348,2.7441,0.0
673,2025-03-29 01:00:00,1,7.1988,2.7505,0.0
674,2025-03-29 02:00:00,2,7.2466,2.7622,0.0
675,2025-03-29 03:00:00,3,7.3523,2.8967,0.0
676,2025-03-29 04:00:00,4,7.7043,2.963,0.0
677,2025-03-29 05:00:00,5,7.5621,2.8027,0.0
678,2025-03-29 06:00:00,6,7.9381,2.8607,0.0
679,2025-03-29 07:00:00,7,7.7372,2.7342,0.0001
680,2025-03-29 08:00:00,8,7.8038,2.4912,0.485
681,2025-03-29 09:00:00,9,8.0495,2.5716,1.3697
682,2025-03-29 10:00:00,10,7.7861,2.205,2.4655
683,2025-03-29 11:00:00,11,7.3124,1.9678,3.4446
684,2025-03-29 12:00:00,12,7.1944,1.9739,4.2807
685,2025-03-29 13:00:00,13,7.2574,2.2741,3.8632
686,2025-03-29 14:00:00,14,7.0234,2.2188,3.376
687,2025-03-29 15:00:00,15,7.1824,2.2443,2.8485
688,2025-03-29 16:00:00,16,7.0903,2.505,2.0579
689,2025-03-29 17:00:00,17,7.268,2.7488,0.8206
690,2025-03-29 18:00:00,18,7.8644,3.2311,0.1207
691,2025-03-29 19:00:00,19,8.3674,3.4507,0.0
692,2025-03-29 20:00:00,20,8.5615,3.8243,0.0
693,2025-03-29 21:00:00,21,9.0308,4.1143,0.0
694,2025-03-29 22:00:00,22,9.0285,3.7903,0.0
695,2025-03-29 23:00:00,23,8.5761,3.4254,0.0
696,2025-03-30 00:00:00,0,7.0874,2.3553,0.0
697,2025-03-30 01:00:00,1,7.5393,2.5364,0.0
698,2025-03-30 02:00:00,2,7.2745,2.4555,0.0
699,2025-03-30 03:00:00,3,7.7,2.5093,0.0
700,2025-03-30 04:00:00,4,8.0085,2.7424,0.0
701,2025-03-30 05:00:00,5,7.963,2.5074,0.0
702,2025-03-30 06:00:00,6,7.8193,2.4198,0.0
703,2025-03-30 07:00:00,7,7.937,2.4219,0.0001
704,2025-03-30 08:00:00,8,7.8948,2.016,0.3116
705,2025-03-30 09:00:00,9,8.0288,2.0474,0.8572
706,2025-03-30 10:00:00,10,7.7779,1.9777,1.4854
707,2025-03-30 11:00:00,11,7.8372,2.0157,2.0048
708,2025-03-30 12:00:00,12,7.5521,1.7066,2.2115
709,2025-03-30 13:00:00,13,7.2046,1.8633,2.2904
710,2025-03-30 14:00:00,14,7.3753,1.8159,1.9923
711,2025-03-30 15:00:00,15,7.3847,2.0034,1.4489
712,2025-03-30 16:00:00,16,7.442,2.3144,1.1054
713,2025-03-30 17:00:00,17,7.579,2.4824,0.5485
714,2025-03-30 18:00:00,18,7.8071,2.8146,0.0678
715,2025-03-30 19:00:00,19,8.123,3.1499,0.0
716,2025-03-30 20:00:00,20,8.8005,3.5969,0.0
717,2025-03-30 21:00:00,21,9.1092,3.7677,0.0
718,2025-03-30 22:00:00,22,9.0236,3.6538,0.0
719,2025-03-30 23:00:00,23,8.7918,3.1779,0.0
