hour_index,timestamp,hour,P_total,Q_total,P_PV_max
445,2025-07-19 13:00:00,13,6.4573,1.4154,3.1134
446,2025-07-19 14:00:00,14,6.8516,2.0736,3.298
447,2025-07-19 15:00:00,15,6.9006,1.9011,3.0077
448,2025-07-19 16:00:00,16,7.0212,2.2826,2.4079
449,2025-07-19 17:00:00,17,7.4312,2.5594,1.7313
450,2025-07-19 18:00:00,18,7.8892,2.6048,1.0339
451,2025-07-19 19:00:00,19,8.0244,2.9445,0.4818
452,2025-07-19 20:00:00,20,7.9864,3.1981,0.0977
453,2025-07-19 21:00:00,21,7.3534,2.8673,0.0
454,2025-07-19 22:00:00,22,7.3773,2.8724,0.0
455,2025-07-19 23:00:00,23,6.7174,2.4465,0.0
456,2025-07-20 00:00:00,0,6.3479,2.4464,0.0
457,2025-07-20 01:00:00,1,6.3876,2.461,0.0
458,2025-07-20 02:00:00,2,6.0031,2.4096,0.0
459,2025-07-20 03:00:00,3,6.2903,2.4896,0.0
460,2025-07-20 04:00:00,4,6.6181,2.5076,0.0
461,2025-07-20 05:00:00,5,6.437,2.3772,0.0
462,2025-07-20 06:00:00,6,6.6957,2.2778,0.1056
463,2025-07-20 07:00:00,7,7.0333,2.4715,0.5835
464,2025-07-20 08:00:00,8,7.4806,2.4115,1.3704
465,2025-07-20 09:00:00,9,7.4425,2.4256,2.1062
466,2025-07-20 10:00:00,10,7.3462,2.232,2.7922
467,2025-07-20 11:00:00,11,7.265,2.2264,3.818
468,2025-07-20 12:00:00,12,7.2477,2.137,3.9679
469,2025-07-20 13:00:00,13,6.9453,1.7685,4.4591
470,2025-07-20 14:00:00,14,6.8925,2.2345,3.4901
471,2025-07-20 15:00:00,15,7.0452,2.2252,3.6023
472,2025-07-20 16:00:00,16,7.6677,2.7404,2.9508
473,2025-07-20 17:00:00,17,8.1329,3.0269,2.1405
474,2025-07-20 18:00:00,18,8.2031,3.336,1.3816
475,2025-07-20 19:00:00,19,8.3295,3.4031,0.6374
476,2025-07-20 20:00:00,20,8.3688,3.4052,0.1099
477,2025-07-20 21:00:00,21,8.1589,3.3647,0.0
478,2025-07-20 22:00:00,22,7.6132,3.1086,0.0
479,2025-07-20 23:00:00,23,7.1151,2.6821,0.0
480,2025-07-21 00:00:00,0,6.4528,2.0648,0.0
481,2025-07-21 01:00:00,1,6.8535,2.3136,0.0
482,2025-07-21 02:00:00,2,6.6547,2.1955,0.0
483,2025-07-21 03:00:00,3,6.3997,2.0624,0.0
484,2025-07-21 04:00:00,4,6.7761,2.1178,0.0
485,2025-07-21 05:00:00,5,6.9287,2.1322,0.0
486,2025-07-21 06:00:00,6,7.0607,1.9346,0.2551
487,2025-07-21 07:00:00,7,7.4525,2.0743,1.4711
488,2025-07-21 08:00:00,8,7.9199,1.6192,3.2581
489,2025-07-21 09:00:00,9,8.1992,1.8527,5.0701
490,2025-07-21 10:00:00,10,7.9465,1.9712,7.0585
491,2025-07-21 11:00:00,11,7.7266,1.6544,8.9532
492,2025-07-21 12:00:00,12,7.6252,1.8939,9.3441
493,2025-07-21 13:00:00,13,7.1035,1.3733,10.5627
494,2025-07-21 14:00:00,14,7.3848,1.7945,10.1618
495,2025-07-21 15:00:00,15,7.625,2.0919,8.5847
496,2025-07-21 16:00:00,16,8.1744,2.2877,7.1896
497,2025-07-21 17:00:00,17,8.2743,2.7182,4.7445
498,2025-07-21 18:00:00,18,8.8215,2.8936,3.4674
499,2025-07-21 19:00:00,19,8.7106,3.1313,1.3936
500,2025-07-21 20:00:00,20,8.8592,3.0811,0.266
501,2025-07-21 21:00:00,21,8.394,2.9407,0.0
502,2025-07-21 22:00:00,22,7.9481,2.8374,0.0
503,2025-07-21 23:00:00,23,7.7228,2.4865,0.0
504,2025-07-22 00:00:00,0,6.6089,2.2562,0.0
505,2025-07-22 01:00:00,1,6.5747,2.224,0.0
506,2025-07-22 02:00:00,2,6.4946,2.4592,0.0
507,2025-07-22 03:00:00,3,6.5015,2.2119,0.0
508,2025-07-22 04:00:00,4,6.5407,2.1801,0.0
509,2025-07-22 05:00:00,5,6.6676,2.23,0.0
510,2025-07-22 06:00:00,6,7.0189,1.9795,0.2226
511,2025-07-22 07:00:00,7,7.1641,2.2116,1.2022
512,2025-07-22 08:00:00,8,7.7458,2.2801,2.6889
513,2025-07-22 09:00:00,9,8.0254,2.394,4.0316
514,2025-07-22 10:00:00,10,7.6417,1.9981,5.5114
515,2025-07-22 11:00:00,11,7.6452,1.8788,6.3125
516,2025-07-22 12:00:00,12,7.2842,1.9208,8.2326
517,2025-07-22 13:00:00,13,7.1432,2.0074,7.6093
518,2025-07-22 14:00:00,14,7.2018,1.7385,7.4649
519,2025-07-22 15:00:00,15,7.273,2.1987,6.5862
520,2025-07-22 16:00:00,16,8.1199,2.3975,4.6717
521,2025-07-22 17:00:00,17,8.2241,2.7962,3.6278
522,2025-07-22 18:00:00,18,8.6212,3.1191,2.4927
523,2025-07-22 19:00:00,19,8.9893,3.4737,1.0292
524,2025-07-22 20:00:00,20,8.8118,3.6799,0.2002
525,2025-07-22 21:00:00,21,8.3517,3.2925,0.0
526,2025-07-22 22:00:00,22,7.936,2.9657,0.0
527,2025-07-22 23:00:00,23,7.5559,2.6903,0.0
528,2025-07-23 00:00:00,0,6.798,2.5407,0.0
529,2025-07-23 01:00:00,1,6.3272,2.1827,0.0
530,2025-07-23 02:00:00,2,6.8569,2.545,0.0
531,2025-07-23 03:00:00,3,6.5552,2.4528,0.0
532,2025-07-23 04:00:00,4,6.8468,2.5789,0.0
533,2025-07-23 05:00:00,5,6.886,2.5732,0.0
534,2025-07-23 06:00:00,6,7.4003,2.5768,0.0905
535,2025-07-23 07:00:00,7,7.5512,2.4272,0.4855
536,2025-07-23 08:00:00,8,7.7596,2.4265,1.032
537,2025-07-23 09:00:00,9,8.0376,2.3422,1.8278
538,2025-07-23 10:00:00,10,8.0991,2.1119,2.4098
539,2025-07-23 11:00:00,11,7.6488,2.0302,2.8592
540,2025-07-23 12:00:00,12,7.439,2.2089,3.4007
541,2025-07-23 13:00:00,13,7.2196,1.8293,3.4033
542,2025-07-23 14:00:00,14,7.6354,2.0788,3.0939
543,2025-07-23 15:00:00,15,7.5334,2.3561,3.2354
544,2025-07-23 16:00:00,16,7.8793,2.6902,2.4778
545,2025-07-23 17:00:00,17,8.2658,3.136,1.8149
546,2025-07-23 18:00:00,18,8.7278,3.3721,1.1204
547,2025-07-23 19:00:00,19,8.9327,3.5662,0.576
548,2025-07-23 20:00:00,20,8.5983,3.5782,0.0863
549,2025-07-23 21:00:00,21,8.6527,3.5325,0.0
550,2025-07-23 22:00:00,22,8.0544,3.2147,0.0
551,2025-07-23 23:00:00,23,7.8809,2.9998,0.0
552,2025-07-24 00:00:00,0,6.0197,2.3629,0.0
553,2025-07-24 01:00:00,1,6.2475,2.4613,0.0
554,2025-07-24 02:00:00,2,6.1994,2.3163,0.0
555,2025-07-24 03:00:00,3,6.3012,2.3748,0.0
556,2025-07-24 04:00:00,4,6.468,2.4844,0.0
557,2025-07-24 05:00:00,5,6.2649,2.4289,0.0
558,2025-07-24 06:00:00,6,6.7843,2.5498,0.0873
559,2025-07-24 07:00:00,7,7.113,2.5271,0.4933
560,2025-07-24 08:00:00,8,7.278,2.3846,1.0221
561,2025-07-24 09:00:00,9,7.4656,2.4244,1.7779
562,2025-07-24 10:00:00,10,7.4605,2.4217,2.3836
563,2025-07-24 11:00:00,11,7.189,2.3497,2.8635
564,2025-07-24 12:00:00,12,7.1576,2.2414,3.1066
565,2025-07-24 13:00:00,13,6.7727,2.0023,3.5187
566,2025-07-24 14:00:00,14,6.9676,2.2254,3.3114
567,2025-07-24 15:00:00,15,7.1841,2.5552,3.0167
568,2025-07-24 16:00:00,16,7.3792,2.7058,2.4859
569,2025-07-24 17:00:00,17,8.449,3.1682,1.7933
570,2025-07-24 18:00:00,18,8.273,3.3031,1.0901
571,2025-07-24 19:00:00,19,8.3233,3.5196,0.4972
572,2025-07-24 20:00:00,20,8.5614,3.7761,0.0941
573,2025-07-24 21:00:00,21,8.0656,3.3781,0.0
574,2025-07-24 22:00:00,22,7.7217,3.2848,0.0
575,2025-07-24 23:00:00,23,7.2263,2.9326,0.0
576,2025-07-25 00:00:00,0,7.0424,2.982,0.0
577,2025-07-25 01:00:00,1,6.8648,2.7766,0.0
578,2025-07-25 02:00:00,2,6.918,2.8205,0.0
579,2025-07-25 03:00:00,3,7.0819,2.9255,0.0
580,2025-07-25 04:00:00,4,6.9818,2.7919,0.0
581,2025-07-25 05:00:00,5,7.136,2.9562,0.0
582,2025-07-25 06:00:00,6,7.4702,2.8064,0.0897
583,2025-07-25 07:00:00,7,7.7321,3.0236,0.4874
584,2025-07-25 08:00:00,8,8.34,3.0159,1.0998
585,2025-07-25 09:00:00,9,8.3012,2.9149,1.7627
586,2025-07-25 10:00:00,10,8.2884,2.8631,2.344
587,2025-07-25 11:00:00,11,8.1988,2.5621,2.6673
588,2025-07-25 12:00:00,12,7.5614,2.1565,3.2574
589,2025-07-25 13:00:00,13,7.5901,2.713,3.2207
590,2025-07-25 14:00:00,14,7.6186,2.5427,3.2013
591,2025-07-25 15:00:00,15,8.0932,2.7645,2.7454
592,2025-07-25 16:00:00,16,8.5958,3.2711,2.5834
593,2025-07-25 17:00:00,17,8.9312,3.5237,1.7608
594,2025-07-25 18:00:00,18,9.2255,4.063,1.0341
595,2025-07-25 19:00:00,19,9.4786,4.2638,0.4914
596,2025-07-25 20:00:00,20,9.0789,3.9523,0.0837
597,2025-07-25 21:00:00,21,8.9007,3.8519,0.0
598,2025-07-25 22:00:00,22,8.3106,3.632,0.0
599,2025-07-25 23:00:00,23,7.9405,3.2385,0.0
600,2025-07-26 00:00:00,0,6.747,2.4515,0.0
601,2025-07-26 01:00:00,1,6.7753,2.5367,0.0
602,2025-07-26 02:00:00,2,6.7189,2.4372,0.0
603,2025-07-26 03:00:00,3,6.5418,2.4517,0.0
604,2025-07-26 04:00:00,4,6.5011,2.546,0.0
605,2025-07-26 05:00:00,5,6.7485,2.3205,0.0
606,2025-07-26 06:00:00,6,7.2357,2.6503,0.1684
607,2025-07-26 07:00:00,7,7.6215,2.5107,0.9209
608,2025-07-26 08:00:00,8,8.0141,2.692,1.9163
609,2025-07-26 09:00:00,9,7.854,2.504,3.1852
610,2025-07-26 10:00:00,10,7.9497,2.2525,4.6092
611,2025-07-26 11:00:00,11,7.7605,2.388,5.5639
612,2025-07-26 12:00:00,12,7.4703,2.1833,6.065
613,2025-07-26 13:00:00,13,7.2716,2.1668,6.2552
614,2025-07-26 14:00:00,14,7.411,2.3819,5.8024
615,2025-07-26 15:00:00,15,7.6807,2.4601,4.8193
616,2025-07-26 16:00:00,16,7.9583,2.9454,4.0714
617,2025-07-26 17:00:00,17,8.425,3.1737,3.3267
618,2025-07-26 18:00:00,18,8.6526,3.5886,2.0573
619,2025-07-26 19:00:00,19,8.6427,3.5533,0.9641
620,2025-07-26 20:00:00,20,8.9348,3.7956,0.1594
621,2025-07-26 21:00:00,21,8.3464,3.3892,0.0
622,2025-07-26 22:00:00,22,7.9922,3.2221,0.0
623,2025-07-26 23:00:00,23,7.8541,3.1025,0.0
624,2025-07-27 00:00:00,0,6.674,2.5954,0.0
625,2025-07-27 01:00:00,1,6.9591,2.6614,0.0
626,2025-07-27 02:00:00,2,6.731,2.7587,0.0
627,2025-07-27 03:00:00,3,6.6924,2.6785,0.0
628,2025-07-27 04:00:00,4,6.8995,2.6881,0.0
629,2025-07-27 05:00:00,5,6.9679,2.641,0.0
630,2025-07-27 06:00:00,6,7.708,2.8681,0.0968
631,2025-07-27 07:00:00,7,7.5529,2.7726,0.4829
632,2025-07-27 08:00:00,8,8.1073,2.7711,1.1259
633,2025-07-27 09:00:00,9,8.0598,2.7357,1.8874
634,2025-07-27 10:00:00,10,8.0379,2.7009,2.31
635,2025-07-27 11:00:00,11,7.7352,2.477,3.1448
636,2025-07-27 12:00:00,12,7.9225,2.3328,3.2277
637,2025-07-27 13:00:00,13,7.6761,2.3287,3.3735
638,2025-07-27 14:00:00,14,7.9572,2.505,3.0243
639,2025-07-27 15:00:00,15,8.2354,2.7177,3.1185
640,2025-07-27 16:00:00,16,8.5533,3.1442,2.4215
641,2025-07-27 17:00:00,17,8.8839,3.46,1.5822
642,2025-07-27 18:00:00,18,9.4091,3.9377,1.1203
643,2025-07-27 19:00:00,19,9.0266,3.8798,0.5389
644,2025-07-27 20:00:00,20,9.0304,3.9892,0.0854
645,2025-07-27 21:00:00,21,8.5288,3.5826,0.0
646,2025-07-27 22:00:00,22,8.3372,3.5904,0.0
647,2025-07-27 23:00:00,23,7.9824,3.2832,0.0
648,2025-07-28 00:00:00,0,7.5681,2.9647,0.0
649,2025-07-28 01:00:00,1,7.5226,3.0701,0.0
650,2025-07-28 02:00:00,2,7.4659,3.0959,0.0
651,2025-07-28 03:00:00,3,7.4211,3.0569,0.0
652,2025-07-28 04:00:00,4,7.2747,3.0421,0.0
653,2025-07-28 05:00:00,5,7.6841,2.8372,0.0
654,2025-07-28 06:00:00,6,7.9224,2.8953,0.0881
655,2025-07-28 07:00:00,7,8.3925,3.1187,0.5201
656,2025-07-28 08:00:00,8,9.0733,3.3097,1.1873
657,2025-07-28 09:00:00,9,8.9825,3.0145,1.7882
658,2025-07-28 10:00:00,10,8.7256,2.9683,2.5021
659,2025-07-28 11:00:00,11,8.6281,2.6999,3.1497
660,2025-07-28 12:00:00,12,8.2966,2.5983,3.2666
661,2025-07-28 13:00:00,13,8.3789,2.7572,3.439
662,2025-07-28 14:00:00,14,8.3339,2.7946,3.2753
663,2025-07-28 15:00:00,15,8.4594,2.792,2.8294
664,2025-07-28 16:00:00,16,9.099,3.5105,2.4739
665,2025-07-28 17:00:00,17,9.5174,3.7907,1.7158
666,2025-07-28 18:00:00,18,9.7999,4.0422,1.0533
667,2025-07-28 19:00:00,19,9.7688,4.286,0.5202
668,2025-07-28 20:00:00,20,9.9293,4.4327,0.0938
669,2025-07-28 21:00:00,21,9.4266,4.1398,0.0
670,2025-07-28 22:00:00,22,9.1302,3.9806,0.0
671,2025-07-28 23:00:00,23,8.7791,3.5422,0.0
672,2025-07-29 00:00:00,0,8.0942,2.8679,0.0
673,2025-07-29 01:00:00,1,7.5434,2.8066,0.0
674,2025-07-29 02:00:00,2,7.4534,2.4112,0.0
675,2025-07-29 03:00:00,3,7.3333,2.6854,0.0
676,2025-07-29 04:00:00,4,7.6471,2.6025,0.0
677,2025-07-29 05:00:00,5,7.5264,2.4885,0.0
678,2025-07-29 06:00:00,6,8.0341,2.6174,0.1764
679,2025-07-29 07:00:00,7,8.5752,2.8395,0.98
680,2025-07-29 08:00:00,8,8.9873,2.4369,2.0933
681,2025-07-29 09:00:00,9,8.9954,2.3225,3.0993
682,2025-07-29 10:00:00,10,9.131,2.3484,4.3795
683,2025-07-29 11:00:00,11,8.6536,2.2453,5.2087
684,2025-07-29 12:00:00,12,8.5659,1.9106,5.5735
685,2025-07-29 13:00:00,13,8.3852,2.3648,6.2582
686,2025-07-29 14:00:00,14,8.5185,2.2306,5.9358
687,2025-07-29 15:00:00,15,8.5226,2.3531,5.168
688,2025-07-29 16:00:00,16,9.1611,2.9199,4.1543
689,2025-07-29 17:00:00,17,9.8777,3.5252,3.3311
690,2025-07-29 18:00:00,18,10.2154,3.8934,2.1593
691,2025-07-29 19:00:00,19,10.1099,4.0686,0.9248
692,2025-07-29 20:00:00,20,10.0536,4.1062,0.1491
693,2025-07-29 21:00:00,21,9.6978,3.8365,0.0
694,2025-07-29 22:00:00,22,8.9262,3.6096,0.0
695,2025-07-29 23:00:00,23,8.6127,3.0506,0.0
696,2025-07-30 00:00:00,0,7.5163,2.3157,0.0
697,2025-07-30 01:00:00,1,7.3899,2.1577,0.0
698,2025-07-30 02:00:00,2,7.2325,2.1778,0.0
699,2025-07-30 03:00:00,3,7.1492,2.3579,0.0
700,2025-07-30 04:00:00,4,7.3421,2.2283,0.0
701,2025-07-30 05:00:00,5,7.5087,2.2394,0.0
702,2025-07-30 06:00:00,6,7.7623,1.9762,0.0908
703,2025-07-30 07:00:00,7,8.0648,1.7915,0.5178
704,2025-07-30 08:00:00,8,8.6267,2.3179,1.1373
705,2025-07-30 09:00:00,9,8.6093,1.7786,1.7211
706,2025-07-30 10:00:00,10,8.7215,1.7702,2.3766
707,2025-07-30 11:00:00,11,8.2981,1.1824,2.8013
708,2025-07-30 12:00:00,12,8.4735,1.947,2.9946
709,2025-07-30 13:00:00,13,8.0701,1.3654,3.4348
710,2025-07-30 14:00:00,14,8.2883,1.6123,3.2981
711,2025-07-30 15:00:00,15,8.5374,1.9787,3.0031
712,2025-07-30 16:00:00,16,9.027,2.3734,2.3596
713,2025-07-30 17:00:00,17,9.5082,2.4846,1.7401
714,2025-07-30 18:00:00,18,9.8095,3.1767,1.1092
715,2025-07-30 19:00:00,19,10.1444,3.3513,0.4912
716,2025-07-30 20:00:00,20,9.9134,3.5195,0.0886
717,2025-07-30 21:00:00,21,9.35,2.9883,0.0
718,2025-07-30 22:00:00,22,8.8234,3.0747,0.0
719,2025-07-30 23:00:00,23,8.6239,2.8426,0.0
